date	open	high	close	low	volume	amount
2004-11-03 00:00:00	1304.575	1327.5	1326.749	1301.324	1328283500	8411264167
2004-11-02 00:00:00	1303.878	1306.278	1301.528	1290.988	1096095500	6711524359
2004-11-01 00:00:00	1317.658	1323.101	1305.291	1304.294	1196191500	7218346779
2004-10-29 00:00:00	1316.599	1337.276	1320.536	1304.067	1790571500	11215927869
2004-10-28 00:00:00	1340.815	1356.631	1341.737	1336.75	1959382900	12244172799
2004-10-27 00:00:00	1326.917	1343.029	1342.799	1314.867	2076824200	12961626985
2004-10-26 00:00:00	1309.622	1325.202	1324.783	1289.873	1706971200	10965410268
2004-10-25 00:00:00	1337.254	1346.881	1311.151	1308.892	1756603300	11808958232
2004-10-22 00:00:00	1310.854	1330.56	1329.355	1294.041	1792506100	11619270408
2004-10-21 00:00:00	1331.22	1340.963	1310.545	1304.544	1643646900	10673486217
2004-10-20 00:00:00	1337.714	1337.715	1330.584	1311.877	1186456100	7605659678
2004-10-19 00:00:00	1339.064	1361.814	1337.618	1334.465	1304036900	8444424476
2004-10-18 00:00:00	1332.521	1341.783	1335.394	1316.323	1011913600	6804062896
2004-10-15 00:00:00	1328.472	1340.116	1330.518	1312.55	1354316800	8960323331
2004-10-14 00:00:00	1386.858	1387.362	1332.938	1331.131	1724777100	11661332770
2004-10-13 00:00:00	1382.356	1393.652	1386.721	1372.063	1428411100	9790164984
2004-10-12 00:00:00	1410.61	1410.61	1384.439	1380.692	1708983700	11572506382
2004-10-11 00:00:00	1424.225	1437.572	1413.154	1409.223	2321482900	16434170520
2004-10-08 00:00:00	1395.669	1423.204	1422.929	1373.928	1381398400	9385252704
2004-09-30 00:00:00	1418.108	1420.052	1396.7	1390.684	1295904900	8234662298
2004-09-29 00:00:00	1436.706	1438.977	1420.009	1417.829	1317954400	8676821361
2004-09-28 00:00:00	1430.221	1438.048	1435.589	1416.603	1412237000	9254854511
2004-09-27 00:00:00	1452.508	1466.402	1427.398	1419.313	1974973800	12904648807
2004-09-24 00:00:00	1475.091	1496.214	1435.563	1434.31	4085530500	28667519229
2004-09-23 00:00:00	1417.391	1464.976	1464.779	1408.61	2235234200	14700579290
2004-09-22 00:00:00	1444.254	1451.413	1420.148	1414.701	3018538200	19496834886
2004-09-21 00:00:00	1466.203	1467.543	1448.562	1436.51	3477648500	22392127801
2004-09-20 00:00:00	1423.972	1463.793	1463.221	1422.899	4188815500	26290815250
2004-09-17 00:00:00	1373.499	1415.64	1414.702	1368.543	3108564000	18842047974
2004-09-16 00:00:00	1364.25	1377.99	1371.201	1354.2	2302492000	13489356414
2004-09-15 00:00:00	1303.288	1374.036	1355.226	1301.376	2931277200	17022337012
2004-09-14 00:00:00	1266.232	1305.734	1300.357	1266.232	1261124700	6965915597
2004-09-13 00:00:00	1285.319	1285.319	1260.316	1259.432	686224000	3813116088
2004-09-10 00:00:00	1281.583	1287.747	1287.081	1270.937	611111300	3369487137
2004-09-09 00:00:00	1307.468	1307.472	1284.307	1281.749	808583700	4421933714
2004-09-08 00:00:00	1322.84	1323.259	1309.333	1302.113	821318600	4048421705
2004-09-07 00:00:00	1321.208	1325.683	1324.294	1312.312	565281300	3166533842
2004-09-06 00:00:00	1326.459	1326.873	1321.465	1315.958	578730400	3194217445
2004-09-03 00:00:00	1327.807	1333.219	1327.116	1319.825	747210200	4056540430
2004-09-02 00:00:00	1319.071	1328.607	1327.927	1303.188	853306800	4812774998
2004-09-01 00:00:00	1340.75	1340.771	1321.462	1319.862	624639400	3639041068
2004-08-31 00:00:00	1342.302	1360.754	1342.062	1331.762	1165273200	6873347888
2004-08-30 00:00:00	1318.318	1322.232	1319.407	1310.024	592105000	3410187703
2004-08-27 00:00:00	1333.307	1337.73	1320.614	1314.6	675224600	4034196586
2004-08-26 00:00:00	1339.616	1340.948	1334.422	1330.223	583103000	3497269035
2004-08-25 00:00:00	1344.462	1346.967	1339.784	1334.292	656099400	3810560488
2004-08-24 00:00:00	1323.791	1347.151	1344.626	1317.556	946483200	5432909078
2004-08-23 00:00:00	1339.933	1339.936	1325.413	1322.979	619375000	3922718551
2004-08-20 00:00:00	1338.307	1349.475	1341.738	1327.769	802886100	4926799144
2004-08-19 00:00:00	1357.231	1357.268	1340.45	1333.479	809858700	5098505758
2004-08-18 00:00:00	1359.871	1371.234	1358.216	1357.027	744763000	5102229530
2004-08-17 00:00:00	1354.382	1364.409	1360.2	1344.813	692056400	4698175266
2004-08-16 00:00:00	1366.516	1369.866	1354.511	1350.839	749038100	4673419095
2004-08-13 00:00:00	1361.985	1377.816	1368.45	1358.315	826161700	5353425151
2004-08-12 00:00:00	1378.794	1378.794	1368.196	1357.079	829560700	5137067810
2004-08-11 00:00:00	1401.021	1401.251	1384.964	1382.244	756042700	4806191729
2004-08-10 00:00:00	1396.623	1404.722	1400.769	1390.943	681690400	4507090899
2004-08-09 00:00:00	1388.084	1397.59	1395.848	1382.943	795196700	5068288343
2004-08-06 00:00:00	1388.073	1400.954	1390.461	1380.315	902472700	5898388469
2004-08-05 00:00:00	1402.374	1413.082	1389.039	1387.546	1070146800	6800556486
2004-08-04 00:00:00	1365.665	1424.553	1404.505	1364.009	1709399000	10832307528
2004-08-03 00:00:00	1371.275	1378.196	1366.258	1363.693	760192300	5436678554
2004-08-02 00:00:00	1381.877	1383.077	1373.217	1370.499	698313600	4735426617
2004-07-30 00:00:00	1408.489	1409.119	1386.202	1384.738	899729500	5871532036
2004-07-29 00:00:00	1388.617	1407.356	1407.331	1385.962	1108007700	7127885165
2004-07-28 00:00:00	1385.504	1397.167	1388.81	1366.503	986495400	6177062902
2004-07-27 00:00:00	1386.995	1395.311	1384.128	1373.42	896788500	5818165774
2004-07-26 00:00:00	1401.843	1401.881	1387.67	1381.905	809887900	5300205784
2004-07-23 00:00:00	1403.36	1408.457	1407.396	1387.262	1047862200	6923956268
2004-07-22 00:00:00	1448.128	1449.686	1407.438	1404.542	1278009400	8737395815
2004-07-21 00:00:00	1446.517	1452.859	1448.037	1436.847	931915300	6525011883
2004-07-20 00:00:00	1457.227	1457.291	1447.941	1440.056	1211994200	8267580337
2004-07-19 00:00:00	1456.771	1465.84	1457.537	1447.05	1288418000	8918160433
2004-07-16 00:00:00	1423.687	1458.385	1456.13	1422.24	2200264500	14521785993
2004-07-15 00:00:00	1404.471	1422.256	1421.544	1399.984	1234654000	8379324026
2004-07-14 00:00:00	1399.865	1408.987	1403.755	1378.912	1012078100	6564523435
2004-07-13 00:00:00	1395.353	1403.141	1399.461	1389.159	699480400	4573022566
2004-07-12 00:00:00	1426.251	1426.251	1397.148	1393.807	838189200	5651494105
2004-07-09 00:00:00	1439.735	1451.752	1430.654	1429.139	712697800	4903993873
2004-07-08 00:00:00	1436.473	1440.638	1439.783	1426.948	690535000	4646707888
2004-07-07 00:00:00	1448.95	1448.956	1438.398	1434.293	782462100	5335863460
2004-07-06 00:00:00	1445.398	1466.784	1450.501	1445.316	1208179300	8269708751
2004-07-05 00:00:00	1440.17	1444.932	1444.59	1429.12	814338200	5422659471
2004-07-02 00:00:00	1441.121	1447.612	1441.19	1428.074	1067266300	7259998523
2004-07-01 00:00:00	1398.198	1445.102	1441.068	1396.347	1382216700	9389312588
2004-06-30 00:00:00	1408.272	1415.844	1399.162	1394.676	820082900	5567715011
2004-06-29 00:00:00	1384.643	1409.376	1408.689	1376.218	1021161800	6847560919
2004-06-28 00:00:00	1396.361	1397.522	1385.181	1380.197	794572500	5621284297
2004-06-25 00:00:00	1426.554	1434.473	1401.113	1399.391	944282900	7064110482
2004-06-24 00:00:00	1438.311	1447.394	1427.754	1426.492	911814000	6935926251
2004-06-23 00:00:00	1450.069	1450.109	1440.729	1428.797	829368000	6505749042
2004-06-22 00:00:00	1434.416	1456.13	1450.683	1430.963	1066981900	8316544946
2004-06-21 00:00:00	1421.828	1434.204	1433.467	1414.969	760722200	5846250580
2004-06-18 00:00:00	1442.476	1442.48	1427.301	1411.031	992642900	7343849405
2004-06-17 00:00:00	1475.273	1478.489	1445.501	1443.534	922110200	6783634598
2004-06-16 00:00:00	1465.227	1491.686	1475.416	1452.578	1087080200	7844605922
2004-06-15 00:00:00	1436.082	1469.571	1463.777	1433.033	994754500	7223726302
2004-06-14 00:00:00	1471.446	1471.446	1438.736	1431.314	1037131600	7593384340
2004-06-11 00:00:00	1471.689	1499.459	1472.072	1469.536	1037052500	7772181795
2004-06-10 00:00:00	1465.556	1478.167	1468.344	1456.321	1025490000	7739197765
2004-06-09 00:00:00	1492.199	1497.182	1468.071	1464.16	1131524000	8756699899
2004-06-08 00:00:00	1514.783	1519.991	1493.814	1488.63	1001392800	7770319362
2004-06-07 00:00:00	1538.463	1538.499	1517.145	1508.874	912521700	7066976023
2004-06-04 00:00:00	1541.093	1549.496	1542.086	1534.992	1047602400	8151322941
2004-06-03 00:00:00	1566.421	1566.828	1543.527	1540.741	1129777300	9216851606
2004-06-02 00:00:00	1580.209	1580.57	1567.067	1562.239	1366455200	11697217641
2004-06-01 00:00:00	1555.562	1579.82	1579.658	1553.118	1299153100	11035326051
2004-05-31 00:00:00	1549.031	1556.794	1555.906	1544.713	731838100	5586197122
2004-05-28 00:00:00	1558.416	1561.004	1548.722	1545.648	852679000	6628512812
2004-05-27 00:00:00	1524.943	1559.551	1557.178	1515.973	1226855200	9268049513
2004-05-26 00:00:00	1515.156	1529.914	1524.436	1508.645	740656900	5533020248
2004-05-25 00:00:00	1549.021	1549.588	1518.045	1516.345	918944800	7048290545
2004-05-24 00:00:00	1559.552	1562.332	1550.348	1547.359	746034200	5981192642
2004-05-21 00:00:00	1548.563	1559.859	1558.33	1545.619	843808600	6357027206
2004-05-20 00:00:00	1556.685	1571.303	1549.061	1542.219	915000600	7063731074
2004-05-19 00:00:00	1559.262	1575.378	1558.287	1548.161	1248855400	9588837562
2004-05-18 00:00:00	1537.338	1555.859	1555.442	1526.238	1205332000	9771755635
2004-05-17 00:00:00	1556.673	1562.392	1539.959	1537.466	840133900	6490719245
2004-05-14 00:00:00	1596.734	1597.319	1562.688	1558.538	941145400	7340282156
2004-05-13 00:00:00	1605.704	1606.072	1597.57	1589.458	886566200	7298789875
2004-05-12 00:00:00	1568.409	1604.424	1603.768	1564.139	1098557100	8683936897
2004-05-11 00:00:00	1556.717	1570.761	1568.059	1545.631	774439800	6118224464
2004-05-10 00:00:00	1600.626	1603.074	1560.215	1555.26	818091400	6320908251
2004-04-30 00:00:00	1579.966	1599.561	1595.587	1572.23	1241838000	9950046148
2004-04-29 00:00:00	1605.302	1613.555	1579.447	1578.094	1342574400	10990144331
2004-04-28 00:00:00	1606.421	1615.143	1606.801	1589.1	1250021500	10169454946
2004-04-27 00:00:00	1636.438	1640.695	1611.86	1608.811	1273921500	10412613716
2004-04-26 00:00:00	1633.269	1644.502	1635.499	1623.049	1021256400	8296342073
2004-04-23 00:00:00	1653.944	1653.99	1635.501	1632.559	1226155200	9802429142
2004-04-22 00:00:00	1649.051	1659.791	1657.785	1637.29	1255046300	10241894049
2004-04-21 00:00:00	1669.382	1675.36	1651.577	1645.078	1524723500	12293836134
2004-04-20 00:00:00	1674.363	1682.05	1669.422	1659.946	1286166400	11079449276
2004-04-19 00:00:00	1695.333	1698.691	1675.885	1672.354	1379201500	11694357452
2004-04-16 00:00:00	1678.972	1694.557	1693.861	1656.302	1751544300	14467179259
2004-04-15 00:00:00	1697.244	1705.017	1679.076	1674.911	1513868400	12962215861
2004-04-14 00:00:00	1714.526	1716.82	1697.156	1678.336	1952741400	16834938104
2004-04-13 00:00:00	1724.578	1734.918	1715.136	1710.391	1910027600	16730360250
2004-04-12 00:00:00	1717.203	1729.622	1722.986	1702.4	1844341900	16316105307
2004-04-09 00:00:00	1770.911	1778.22	1727.348	1721.59	2441406000	22170520191
2004-04-08 00:00:00	1774.398	1778.095	1770.279	1765.022	2236884800	20656152800
2004-04-07 00:00:00	1779.427	1783.007	1774.552	1771.13	2237267100	20473708026
2004-04-06 00:00:00	1767.322	1777.744	1777.516	1754.741	2305570500	20784275538
2004-04-05 00:00:00	1771.737	1774.12	1766.483	1753.713	2376120600	21645503883
2004-04-02 00:00:00	1760.467	1771.672	1768.645	1756.653	2128540100	18900257024
2004-04-01 00:00:00	1744.709	1758.982	1758.147	1741.33	1796814600	16084637848
2004-03-31 00:00:00	1726.569	1745.703	1741.623	1724.21	1614404300	14187231876
2004-03-30 00:00:00	1718.783	1727.178	1724.277	1711.664	1374627800	12300178176
2004-03-29 00:00:00	1734.59	1740.305	1719.674	1717.864	1643088100	14358914078
2004-03-26 00:00:00	1737.058	1741.565	1734.047	1720.876	1639196200	14593097287
2004-03-25 00:00:00	1737.488	1751.813	1736.477	1725.984	1618544100	13817952271
2004-03-24 00:00:00	1740.89	1752.418	1740.054	1729.511	1782155400	15500502366
2004-03-23 00:00:00	1755.321	1755.332	1741.695	1731.489	1848360500	15877938045
2004-03-22 00:00:00	1749.709	1760.076	1755.685	1742.372	1758586800	14974710052
2004-03-19 00:00:00	1715.473	1748.187	1747.872	1710.836	1772125900	14878384761
2004-03-18 00:00:00	1746.176	1755.101	1717.26	1714.9	2099120500	17664375186
2004-03-17 00:00:00	1746.74	1750.713	1745.098	1730.266	1909061500	16477156953
2004-03-16 00:00:00	1741.623	1747.981	1745.543	1730.735	2217625000	19179496341
2004-03-15 00:00:00	1696.942	1738.984	1736.22	1696.824	2520017200	21671367714
2004-03-12 00:00:00	1692.87	1699.249	1694.743	1680.452	1597543900	13584364960
2004-03-11 00:00:00	1680.313	1698.781	1691.643	1672.668	1850337800	15692468667
2004-03-10 00:00:00	1639.68	1678.403	1678.073	1639.68	1655457400	13186223793
2004-03-09 00:00:00	1636.206	1659.647	1637.099	1634.71	1622245700	12679282741
2004-03-08 00:00:00	1660.642	1665.728	1637.144	1635.438	1563918500	12839133226
2004-03-05 00:00:00	1671.061	1675.026	1662.096	1660.213	1607556900	13261255959
2004-03-04 00:00:00	1658.634	1670.156	1668.874	1642.625	1788542900	14706938126
2004-03-03 00:00:00	1686.964	1688.935	1661.812	1654.564	1923997400	15950583168
2004-03-02 00:00:00	1692.616	1694.815	1687.278	1677.979	2050750300	17387185247
2004-03-01 00:00:00	1676.222	1690.07	1689.76	1661.339	1999017800	17093334909
2004-02-27 00:00:00	1657.262	1675.323	1675.067	1657.039	1970836300	16432730087
2004-02-26 00:00:00	1642.409	1655.295	1654.898	1628.84	2311168400	18267056599
2004-02-25 00:00:00	1684.902	1700.498	1647.381	1642.691	2458620500	20221345428
2004-02-24 00:00:00	1675.635	1683.043	1682.297	1650.177	2699938100	21955399397
2004-02-23 00:00:00	1725.594	1730.279	1681.654	1680.893	2856297500	23885964526
2004-02-20 00:00:00	1715.806	1722.574	1721.752	1702.929	2340915900	19954141392
2004-02-19 00:00:00	1719.309	1728.022	1717.015	1710.705	2733878100	23640127926
2004-02-18 00:00:00	1704.745	1719.888	1717.096	1697.317	2921837500	25488156817
2004-02-17 00:00:00	1701.409	1710.857	1703.774	1693.965	2975420900	25884237648
2004-02-16 00:00:00	1661.452	1697.26	1696.827	1661.445	2299110600	19420663812
2004-02-13 00:00:00	1664.603	1672.439	1658.539	1653.24	2269776200	18580437110
2004-02-12 00:00:00	1679.081	1693.013	1663.832	1660.313	2712235300	21718092974
2004-02-11 00:00:00	1691.608	1692.902	1677.759	1660.009	2657791700	20943277431
2004-02-10 00:00:00	1708.896	1715.464	1691.009	1683.596	2746535700	22258809478
2004-02-09 00:00:00	1679.581	1703.772	1703.529	1679.096	2617974300	21366236526
2004-02-06 00:00:00	1690.559	1705.908	1679.193	1671.396	3389595400	26840607024
2004-02-05 00:00:00	1690.938	1693.9	1693.428	1674.623	3263004900	26337210813
2004-02-04 00:00:00	1652.614	1685.765	1685.159	1652.613	3256490100	26611897413
2004-02-03 00:00:00	1625.288	1650.236	1649.282	1615.813	2658422400	21164115347
2004-02-02 00:00:00	1630.654	1650.291	1623.88	1585.958	3458830000	27005597679
2004-01-30 00:00:00	1631.11	1634.413	1590.729	1589.401	2406213000	19061625538
2004-01-29 00:00:00	1605.247	1629.178	1628.837	1603.314	1847930400	14918171693
2004-01-16 00:00:00	1589.377	1604.756	1600.425	1579.241	2052893300	16190878943
2004-01-15 00:00:00	1591.818	1601.414	1586.493	1582.357	1876196600	14540641986
2004-01-14 00:00:00	1612.916	1613.153	1592.423	1585.906	2049987500	15658247627
2004-01-13 00:00:00	1622.047	1627.486	1612.683	1596.718	2593363200	20596110957
2004-01-12 00:00:00	1579.875	1619.094	1618.518	1573.77	2298414100	18516250789
2006-01-11 00:00:00	1219.811	1223.559	1211.053	1204.041	3063146400	15064367454
2006-01-10 00:00:00	1215.848	1220.756	1220.618	1203.651	2679454700	13496372593
2006-01-09 00:00:00	1210.32	1217.314	1215.668	1205.248	2870665700	14206400301
2006-01-06 00:00:00	1198.811	1215.536	1209.422	1191.614	3434285600	17130467164
2006-01-05 00:00:00	1183.305	1197.837	1197.269	1180.451	2948447900	14767201450
2006-01-04 00:00:00	1163.878	1181.004	1180.963	1161.906	2325854200	11970425035
2005-12-30 00:00:00	1171.575	1173.064	1161.057	1158.966	2002793400	10196713857
2005-12-29 00:00:00	1157.506	1169.867	1169.862	1157.505	2180339900	10681224358
2005-12-28 00:00:00	1155.117	1157.197	1157.034	1149.271	1468028600	6585027609
2005-12-27 00:00:00	1157.489	1158.163	1154.288	1149.847	1567388300	7091742297
2005-12-26 00:00:00	1145.77	1159.782	1156.823	1145.337	1865313300	8583105005
2005-12-23 00:00:00	1135.705	1144.938	1144.871	1135.074	1447255300	6620143423
2005-12-22 00:00:00	1129.564	1136.001	1135.238	1125.954	1112153900	5187955174
2005-12-21 00:00:00	1135.977	1142.393	1130.759	1128.943	1229232200	5550112818
2005-12-20 00:00:00	1131.796	1136.386	1136.342	1126.991	1171271000	5224166565
2005-12-19 00:00:00	1127.837	1134.5	1131.751	1123.504	1222867800	5214816908
2005-12-16 00:00:00	1122.733	1127.941	1127.508	1118.936	1261077700	5810025347
2005-12-15 00:00:00	1125.672	1134.853	1123.555	1121.556	1682425900	7606543982
2005-12-14 00:00:00	1117.47	1127.629	1125.387	1110.206	1502212400	7022886804
2005-12-13 00:00:00	1115.765	1119.421	1117.846	1106.749	1137609200	5192940033
2005-12-12 00:00:00	1115.751	1118.525	1116.367	1109.082	1194463700	5462027464
2005-12-09 00:00:00	1097.515	1114.584	1113.477	1094.738	1348701000	6071547008
2005-12-08 00:00:00	1100.685	1106.342	1098.323	1092.992	1039870900	4671671004
2005-12-07 00:00:00	1087.741	1100.048	1099.615	1086.733	1038938300	4594163246
2005-12-06 00:00:00	1077.578	1089.594	1087.794	1074.007	1105274500	4877157993
2005-12-05 00:00:00	1093.101	1093.101	1079.197	1077.405	1122496500	4817780008
2005-12-02 00:00:00	1099.756	1102.759	1094.287	1089.562	1063697400	4672796743
2005-12-01 00:00:00	1098.784	1104.563	1098.747	1094.438	893211900	4050471415
2005-11-30 00:00:00	1095.299	1099.577	1099.261	1090.723	1087597500	4617599443
2005-11-29 00:00:00	1109.569	1110.305	1096.986	1095.344	1187993800	4850380689
2005-11-28 00:00:00	1113.829	1119.345	1110.823	1106.943	1285240800	5410846132
2005-11-25 00:00:00	1113.283	1115.081	1114.916	1107.213	1550915000	6192051319
2005-11-24 00:00:00	1105.335	1117.944	1113.374	1103.763	1714095800	7054042652
2005-11-23 00:00:00	1096.56	1106.477	1105.746	1093.952	1260191900	4988739517
2005-11-22 00:00:00	1119.689	1119.689	1098.655	1098.495	1464680500	5958941132
2005-11-21 00:00:00	1117.776	1122.879	1119.936	1114.243	1554390600	6496171929
2005-11-18 00:00:00	1095.521	1122.61	1116.999	1093.529	2248062900	9760979074
2005-11-17 00:00:00	1094.878	1098.675	1095.31	1090.355	1196180200	5135462838
2005-11-16 00:00:00	1086.826	1096.297	1095.89	1075.431	1260864600	5363158690
2005-11-15 00:00:00	1088.512	1099.029	1087.508	1082.507	1221575300	5351842101
2005-11-14 00:00:00	1089.559	1089.709	1088.653	1083.023	920268800	3894572787
2005-11-11 00:00:00	1085.694	1094.307	1090.195	1078.583	1256003200	5378455751
2005-11-10 00:00:00	1106.944	1106.944	1088.301	1086.1	1615598500	7112323820
2005-11-09 00:00:00	1110.547	1117.063	1108.153	1107.642	1672545300	7503735562
2005-11-08 00:00:00	1099.94	1111.119	1110.147	1092.539	1531116400	6723296311
2005-11-07 00:00:00	1099.527	1100.952	1100.65	1089.829	1208227900	5464935472
2005-11-04 00:00:00	1094.258	1100.43	1100.045	1087.845	1278313800	5950850807
2005-11-03 00:00:00	1104.594	1111.437	1095.273	1090.821	1686269400	7510888302
2005-11-02 00:00:00	1089.997	1108.884	1104.792	1089.997	1876477900	8157757354
2005-11-01 00:00:00	1091.677	1094.153	1089.95	1074.298	1398550100	6325525521
2005-10-31 00:00:00	1079.04	1096.149	1092.817	1078.285	1483514200	6516479252
2005-10-28 00:00:00	1097.585	1102.023	1080.867	1067.407	1797392900	8018875998
2005-10-27 00:00:00	1093.93	1101.269	1097.782	1087.484	1720374200	8081971104
2005-10-26 00:00:00	1119.429	1119.429	1097.161	1094.571	1921183500	8706265866
2005-10-25 00:00:00	1140.173	1140.173	1121.918	1121.286	1692991400	8050067377
2005-10-24 00:00:00	1141.331	1143.459	1141.171	1133.92	1727591300	8118828980
2005-10-21 00:00:00	1135.61	1145.99	1141.318	1132.358	1801115400	8653627199
2005-10-20 00:00:00	1133.453	1136.314	1135.949	1119.378	1737181700	8498979298
2005-10-19 00:00:00	1141.052	1150.594	1134.608	1132.479	1890839900	9088381830
2005-10-18 00:00:00	1131.263	1142.037	1141.201	1129.669	1892809000	9264639121
2005-10-17 00:00:00	1138.379	1138.379	1131.375	1121.968	1513523800	7421971653
2005-10-14 00:00:00	1152.374	1154.32	1139.547	1135.509	1514599900	7740778259
2005-10-13 00:00:00	1162.023	1165.355	1152.607	1152.089	1690523900	8600493455
2005-10-12 00:00:00	1157.485	1165.666	1161.853	1152.251	1846723100	9335207445
2005-10-11 00:00:00	1137.948	1157.303	1157.192	1133.895	1342656000	6399253859
2005-10-10 00:00:00	1153.672	1153.672	1138.95	1137.289	1172006500	5461397813
2005-09-30 00:00:00	1156.77	1158.698	1155.614	1150.627	1449348100	6959506603
2005-09-29 00:00:00	1134.441	1155.777	1155.485	1134.441	1853699200	8633593137
2005-09-28 00:00:00	1131.317	1142.49	1131.774	1129.054	1475154300	6830650086
2005-09-27 00:00:00	1155.053	1157.799	1133.237	1132.527	1809362900	8530863392
2005-09-26 00:00:00	1150.933	1155.604	1155.042	1147.268	1453813300	6863233444
2005-09-23 00:00:00	1157.295	1164.599	1151.98	1149.745	1877439400	8582252840
2005-09-22 00:00:00	1185.688	1185.688	1159.96	1147.194	2860227400	13184536857
2005-09-21 00:00:00	1210.852	1210.852	1187.988	1186.981	3179946400	14256992880
2005-09-20 00:00:00	1222.255	1223.565	1212.617	1204.869	3230069200	15130012474
2005-09-19 00:00:00	1213.486	1220.974	1220.627	1210.188	2465689300	11635692411
2005-09-16 00:00:00	1217.419	1217.758	1212.947	1208.561	2239722500	10462806779
2005-09-15 00:00:00	1217.519	1218.941	1217.281	1210.718	2721749200	12897080342
2005-09-14 00:00:00	1209.267	1217.413	1217.261	1204.546	3224376100	14981766088
2005-09-13 00:00:00	1188.25	1207.401	1207.164	1186.22	2591370500	11717912656
2005-09-12 00:00:00	1189.747	1191.933	1188.212	1181.434	1709668900	7740563991
2005-09-09 00:00:00	1194.495	1204.456	1189.625	1184.423	2215574600	10145676776
2005-09-08 00:00:00	1196.273	1201.463	1194.411	1184.788	3052805600	14509460137
2005-09-07 00:00:00	1170.77	1194.586	1194.309	1168.581	2860285100	13196057601
2005-09-06 00:00:00	1197.231	1201.824	1173.322	1172.064	3368527300	15305132545
2005-09-05 00:00:00	1189.065	1196.866	1196.224	1184.011	2670006600	11748627428
2005-09-02 00:00:00	1187.062	1188.913	1188.848	1179.109	2892049000	12859547726
2005-09-01 00:00:00	1163.7	1185.76	1184.933	1160.048	3383047500	15061854155
2005-08-31 00:00:00	1145.813	1163.524	1162.798	1140.099	2167609900	9602700078
2005-08-30 00:00:00	1151.621	1153.765	1146.385	1145.272	1855186200	8143989898
2005-08-29 00:00:00	1171.999	1172.014	1154.428	1147.934	2433319500	10038648666
2005-08-26 00:00:00	1173.01	1174.537	1171.86	1163.991	2429635600	10435816259
2005-08-25 00:00:00	1167.999	1172.69	1172.475	1157.183	2423209800	10524238060
2005-08-24 00:00:00	1151.448	1171.434	1167.137	1151.448	2267410900	9988171132
2005-08-23 00:00:00	1158.829	1159.631	1149.957	1139.239	2184070800	9541762874
2005-08-22 00:00:00	1148.972	1162.04	1158.597	1142.678	2403319800	10541833524
2005-08-19 00:00:00	1144.459	1157.37	1150.184	1132.865	3150118500	13643291194
2005-08-18 00:00:00	1194.436	1201.755	1148.035	1146.561	4920149600	22157494645
2005-08-17 00:00:00	1175.176	1193.568	1192.834	1160.082	3230734100	14750159881
2005-08-16 00:00:00	1188.02	1192.917	1177.278	1170.11	3315537900	15905673659
2005-08-15 00:00:00	1167.033	1187.797	1187.006	1163.848	3031951900	14789329131
2005-08-12 00:00:00	1185.266	1192.049	1167.915	1161.787	4047875500	18050448555
2005-08-11 00:00:00	1165.443	1184.256	1183.579	1164.104	3696703700	16887079977
2005-08-10 00:00:00	1153.209	1165.127	1165.033	1144.95	3142711500	13534191948
2005-08-09 00:00:00	1139.122	1152.94	1152.534	1130.585	2715409100	12046498213
2005-08-08 00:00:00	1131.803	1146.727	1138.882	1131.803	3023752600	13802876400
2005-08-05 00:00:00	1102.62	1129.068	1128.743	1102.596	2709606900	12420792617
2005-08-04 00:00:00	1104.91	1108.163	1102.589	1099.134	1943679800	7868619791
2005-08-03 00:00:00	1106.317	1120.679	1107.699	1103.904	3143645400	12776479101
2005-08-02 00:00:00	1089.528	1104.044	1104.038	1084.796	1901501900	7692844548
2005-08-01 00:00:00	1082.796	1094.151	1088.948	1081.118	1473155100	6157190985
2005-07-29 00:00:00	1084.972	1088.476	1083.033	1077.122	1768394400	7214533126
2005-07-28 00:00:00	1090.11	1097.634	1086.548	1083.357	2469584700	10644640198
2005-07-27 00:00:00	1072.564	1090.185	1089.909	1068.497	2381234800	10151048405
2005-07-26 00:00:00	1046.536	1078.056	1072.807	1046.536	2557751000	10988613261
2005-07-25 00:00:00	1045.269	1048.974	1045.4	1040.592	1413410800	6133576306
2005-07-22 00:00:00	1026.129	1054.635	1046.321	1024.001	2548834900	10988269739
2005-07-21 00:00:00	1020.693	1022.044	1020.632	1009.986	1114036000	4828597703
2005-07-20 00:00:00	1013.984	1025.103	1021.052	1008.682	1056855900	4443606933
2005-07-19 00:00:00	1011.005	1020.675	1014.355	1004.657	988231600	3987357569
2005-07-18 00:00:00	1023.38	1023.38	1012.097	1008.521	1096484200	4263923089
2005-07-15 00:00:00	1039.609	1046.364	1026.115	1021.986	1275051400	5238358872
2005-07-14 00:00:00	1035.527	1049.881	1040.416	1033.165	1257109300	5531864993
2005-07-13 00:00:00	1044.578	1045.943	1037.394	1033.81	1282197400	5622988097
2005-07-12 00:00:00	1007.901	1048.918	1046.161	1004.081	1845780500	8182997692
2005-07-11 00:00:00	1026.79	1043.207	1011.499	1009.038	1133036100	4783909296
2005-07-08 00:00:00	1036.412	1036.412	1017.983	1015.399	1033736700	4339924414
2005-07-07 00:00:00	1033.218	1044.053	1038.597	1030.498	857042600	3675447724
2005-07-06 00:00:00	1040.699	1044.779	1033.545	1028.22	919642800	4259548336
2005-07-05 00:00:00	1043.883	1047.823	1039.043	1032.515	1049488500	5146902358
2005-07-04 00:00:00	1050.242	1050.242	1047.278	1030.179	1227595800	5092031903
